game_id,game_date,game_type,team_a,team_b,captain_a,captain_b,players_a,players_b,score_a,score_b,winner,adjustment_a,adjustment_b,round_name,seed_a,seed_b,lineup_comment_id,result_comment_id
397,2025-03-21,regular,Creamers,Amigos,,,,"oldfriend99, znye, verse, norrispaul13",,,,,,,,,53119569,
398,2025-03-21,regular,KOCK,Demons,,,,"virgil, tralogik, otf, arttheclown_",,,,,,,,,53119489,
399,2025-03-21,regular,Empire,Fellas,,,,"bobsburgers, gradyt06, cartercrash, dariusgarland",,,,,,,,,53119166,
125,2025-03-22,regular,gamblers,aces,,,,,46995.0,42409.0,A,,,,,,,53221257
126,2025-03-22,regular,outlaws,heroes,,,,,47202.0,50037.0,B,,,,,,,53220962
127,2025-03-22,regular,Minors,Tacos,,,,,53027.0,53325.0,B,,,,,,,53220651
387,2025-03-22,regular,Gravediggers,Flames,arthurmorgan,corbin,"arthurmorgan, cry, davidv03, tw0, anonymoususer, kevin","corbin, tjgany, frostyy, ejwise, intriquid, plemay",,,,,,,,,53241522,
388,2025-03-22,regular,Hornets,Kings,masdog2222,nate_,"masdog2222, zayo, smart, bmannn, knightnate12, drakelistener","nate_, sink, clase, cinemax, clutch, jaylenszn",,,,,,,,,53241440,
389,2025-03-22,regular,Otters,Piggies,notkiddo,brandonmiller,"notkiddo, novo, lukamodric, trickyy, maxp, crqmer","brandonmiller, glaciers, shot, lxst, killerbees_71, quickleyy",,,,,,,,,53241457,
390,2025-03-22,regular,Flags,Donuts,j417,bohm,"j417, liljon, tylrr, nael_abuasi, yankees.hub, burning","bohm, hutchinson, tay, winslowforprez, poopybuttlover, bacotlover",,,,,,,,,53241474,
391,2025-03-22,regular,Amigos,Jammers,,sweat,"nind0, aprilfoolsbday, norrispaul13, duke, josh_0310, palmingo","sweat, cteszn, mccasual, caustic, gavinlub, swouse",,,,,,,,,53241489,
381,2025-03-23,regular,Demons,Creamers,virgil,znye,"o3wn, bruins, virgil, joshminottenjoyer, otf, tralogik","znye, saquon, verse, oldfriend99, sports6138, cle",,,,,,,,,53386272,
382,2025-03-23,regular,Fellas,Freaks,dugz,york,"dugz, barger, dariusgarland, ballingpm, mlbelite, gradyt06","york, ai, supa, mario, ggs1, vj",,,,,,,,,53381454,
383,2025-03-23,regular,Horses,Empire,chris,happy,"chris, kinnick, papacoop, salty, ice, xo","happy, luhsean56, jameswyo, sebas, bobsburgers, kodyblu31",,,,,,,,,53381769,
384,2025-03-23,regular,MLB,KOCK,marner,,"marner, aiden0220, ukator, zooch5, dillon, dane","ederick2442, arttheclown_, fernando, croger, rockymountain, devincooker",,,,,,,,,53381836,
385,2025-03-23,regular,Diabetics,Voyage,mrdawson,xxyn,"mrdawson, chittum, pritchard, etienne, joelembiid, jonah","xxyn, vazyok, twistex, draculas, justakidfromakron23, huts",,,,,,,,,53386233,
386,2025-03-23,regular,Otters,Piggies,,,,"maxp, lukamodric, lxst, quickleyy",,,,,,,,,53351809,
122,2025-03-24,regular,Demons,Creamers,,,,,50951.0,51151.0,B,,,,,,,53496842
123,2025-03-24,regular,Horses,Empire,,,,,51049.0,46721.0,A,,,,,,,53496432
124,2025-03-24,regular,Fellas,Freaks,,,,,46234.0,53509.0,B,,,,,,,53496222
376,2025-03-24,regular,Tacos,Lean Team,iverson,dxvxn,"iverson, tezzywezzy, burgerking, siri, tacko, bam","dxvxn, thelankygerman, heatloyalist, pnwsavant, bigk, emvpiid70",,,,,,,,,53521700,
377,2025-03-24,regular,Minors,Outlaws,max,gaston,"max, baty, braden_, trylq, shenli, coby","gaston, lehkyforselke, itzneallol, deshaun4prison, clarke, prove",,,,,,,,,53521502,
378,2025-03-24,regular,Stimmers,Gamblers,relaxedp,doggy,"relaxedp, poolepartyjp3, bigsnook, iouisss, chltown, mpls","doggy, rzk, dex, shabddd, _turner, nyc",,,,,,,,,53521567,
379,2025-03-24,regular,Heroes,Penguins,morel,zik,"morel, marner, garland, schlongganisa, crow.armstrong, zaccc","zik, khys9575, owens, zupazero, scottie, vincent_",,,,,,,,,53521579,
380,2025-03-24,regular,Aces,Hornets,yaxel,smart,"yaxel, sony_, grizzy, kenny_wya, mars_vibezz, sotonyc","smart, zayo, knightnate12, bmannn, sasser, jensive",,,,,,,,,53521593,
118,2025-03-25,regular,Tacos,Lean Team,,,,,34091.0,30464.0,A,,,,,,,53610769
119,2025-03-25,regular,Aces,Hornets,,,,,26603.0,25115.0,A,,,,,,,53610535
120,2025-03-25,regular,Heroes,Penguins,,,,,29866.0,26680.0,A,,,,,,,53610442
121,2025-03-25,regular,Stimmers,Gamblers,,,,,27931.0,28266.0,B,,,,,,,53609272
365,2025-03-25,regular,Stars,Gravediggers,lamb,cry,"lamb, devinbooker, morant, raiola, dawgsnation, wisco","cry, arthurmorgan, davidv03, tw0, markjackson, _ln4_",,,,,,,,,53637114,
366,2025-03-25,regular,@horniehorses,@diabetics,,,horniehorses,"diabetics, creamers, gravediggers, rklkings, piggies, rklfellas, empire.rkl, theaces, karma.stars, ottersrkl, rkl.kocks, flags, rklstimmers, thevoyage",,,,,,,,,53636487,
367,2025-03-25,regular,@jammersrkl,@teamtacos,,,jammersrkl,"teamtacos, rklheroes, freaks, rkldemons, flamesrkl, donuts, rkloutlaws, mlbrkl, madsminors, rklpenguins, hornetsrkl, gamblers, leanteam, theamigos",,,,,,,,,53636451,
368,2025-03-25,regular,Jammers,Demons,caustic,tralogik,"caustic, cteszn, swouse, mccasual, sweat, thorpee","tralogik, bruins, four, o3wn, otf, joshminottenjoyer",,,,,,,,,53637182,
369,2025-03-25,regular,Empire,Tacos,zim,,"zim, thereturnofzlo, etan_, kodyblu31, bobsburgers, jameswyo","iverson, tezzywezzy, burgerking, siri, tacko, bam",,,,,,,,,53637201,
370,2025-03-25,regular,Minors,Diabetics,max,mrdawson,"max, baty, coby, shenli, senga, braden_","mrdawson, chittum, zo_glasses, etienne, joelembiid, jonah",,,,,,,,,53641184,
371,2025-03-25,regular,Gravediggers,Aces,cry,kenny_wya,"cry, arthurmorgan, davidv03, tw0, markjackson, _ln4_","kenny_wya, sony, berg_02, mars_vibezz, yaxel, sotonyc",,,,,,,,,53667032,
372,2025-03-25,regular,Kings,Otters,sink,notkiddo,"sink, clutch, nate_, jaylenszn, clase, devonta","notkiddo, lukamodric, psyklone, maxp, josephmazzulla, trickyy",,,,,,,,,53635402,
373,2025-03-25,regular,Flames,Flags,frostyy,,"frostyy, tjgany, corbin, plemay, wulf, rojoknicks","j417, liljon, tylrr, nael_abuasi, yankees.hub, burning",,,,,,,,,53635417,
374,2025-03-25,regular,Donuts,Fellas,bohm,dugz,"bohm, yellow, ihatekarmagrinding, winslowforprez, poopybuttlover, hutchinson","dugz, barger, dariusgarland, ballingpm, mlbelite, floyd",,,,,,,,,53636970,
375,2025-03-25,regular,Piggies,Amigos,zane,,"wxrtz, zane, glaciers, brandonmiller, killerbees_71, shot","nind0, aprilfoolsbday, norrispaul13, duke, josh_0310, palmingo",,,,,,,,,53665018,
358,2025-03-26,regular,Freaks,Horses,mario,chris,"mario, york, ai, bennett, bshumer1, vj","chris, kinnick, papacoop, salty, ice, xo",,,,,,,,,53778256,
359,2025-03-26,regular,Jammers,Demons,swouse,tralogik,"swouse, cteszn, mccasual, caustic, sweat, fun","tralogik, four, bruins, o3wn, otf, joshminottenjoyer",,,,,,,,,53774509,
360,2025-03-26,regular,Creamers,MLB,saquon,kane,"saquon, znye, verse, oldfriend99, sports6138, cle","kane, aiden0220, dane, ukator, croatia, dillon",,,,,,,,,53774525,
361,2025-03-26,regular,Empire,Diabetics,zim,mrdawson,"zim, thereturnofzlo, luhsean56, jameswyo, bobsburgers, kodyblu31","mrdawson, chittum, pritchard, etienne, joelembiid, jonah",,,,,,,,,53774543,
362,2025-03-26,regular,KOCK,Voyage,ederick2442,bmannn,"ederick2442, arttheclown_, fernando, croger, bg_15, devincooker","bmannn, xxyn, huts, twistex, draculas, vazyok",,,,,,,,,53778072,
363,2025-03-26,regular,@horniehorses,@diabetics,,,horniehorses,"diabetics, creamers, gravediggers, piggies, rklkings, empire.rkl, karma.stars, ottersrkl, rklfellas, theaces, rkl.kocks, flags, thevoyage, rklstimmers",,,,,,,,,53725741,
364,2025-03-26,regular,@jammersrkl,@teamtacos,,,jammersrkl,"teamtacos, rklheroes, freaks, flamesrkl, donuts, rkldemons, rkloutlaws, leanteam, mlbrkl, madsminors, rklpenguins, hornetsrkl, gamblers, theamigos",,,,,,,,,53725706,
113,2025-03-27,regular,Freaks,Horses,,,,,18347.0,17396.0,A,,,,,,,53862074
114,2025-03-27,regular,KOCK,Voyage,,,,,14843.0,18978.0,B,,,,,,,53861896
115,2025-03-27,regular,Empire,Diabetics,,,,,18593.0,19451.0,B,,,,,,,53861773
116,2025-03-27,regular,Creamers,MLB,,,,,17910.0,11820.0,A,,,,,,,53861541
117,2025-03-27,regular,Jammers,Demons,,,,,18982.0,20138.0,B,,,,,,,53861412
351,2025-03-27,regular,Gravediggers,Heroes,arthurmorgan,garland,"arthurmorgan, cry, tw0, derrickwhitetop5, kevin, anonymoususer","garland, marner, morel, schlongganisa, crow.armstrong, snivy",,,,,,,,,53913380,
352,2025-03-27,regular,Outlaws,Tacos,lehkyforselke,iverson,"lehkyforselke, gaston, goodbyesosoon, deshaun4prison, itzneallol, prove","iverson, tezzywezzy, burgerking, siri, tacko, bam",,,,,,,,,53905048,
353,2025-03-27,regular,Gamblers,Lean Team,doggy,heatloyalist,"doggy, shabddd, rzk, _turner, michael.carter.ll, nyc","heatloyalist, cbd, pnwsavant, thelankygerman, dxvxn, bigk",,,,,,,,,53905069,
